Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-1475.833	-1569.512	93.67944	0.5249995	1.903588	0.48262	0.51738	5.123355
6	-1479.091	-1572.46	93.36909	0.6593832	2.534417	0.48262	0.51738	5.030973
12	-1486.567	-1580.513	93.94628	0.7433497	1.434267	0.450699	0.549301	5.030973
18	-1481.461	-1575.662	94.20018	0.7393043	1.681159	0.457278	0.542722	4.793747
24	-1481.359	-1574.633	93.27424	0.5455483	2.016976	0.51526	0.48474	5.298714
30	-1479.745	-1571.436	91.69099	0.5942059	1.659167	0.376173	0.623827	6.261903
36	-1482.255	-1575.042	92.78711	0.4968106	1.932574	0.520432	0.479568	5.621194
42	-1477.93	-1572.07	94.13973	0.6821436	1.891283	0.609702	0.390298	4.78415
48	-1473.166	-1566.496	93.32981	0.6545199	2.721969	0.516259	0.483741	5.006274
54	-1480.175	-1574.849	94.67385	0.6016206	1.762903	0.499077	0.500923	4.575487
60	-1471.231	-1565.4	94.16952	0.6844801	2.002757	0.499077	0.500923	4.728875
66	-1473.969	-1568.725	94.75507	0.7973918	2.377822	0.570775	0.429225	4.220159
72	-1483.606	-1575.902	92.29631	0.7215779	2.377822	0.371915	0.628085	5.631715
78	-1481.549	-1573.47	91.92067	0.7215779	2.377822	0.413471	0.586529	5.837481
84	-1480.168	-1571.393	91.22486	0.7661503	1.591451	0.605411	0.394589	6.44692
90	-1474.678	-1567.823	93.14509	0.6843019	1.882672	0.570425	0.429575	5.337785
96	-1486.056	-1578.662	92.60622	0.7811268	2.380818	0.442748	0.557252	5.427782
102	-1478.434	-1572.102	93.66819	0.9905667	2.329472	0.402861	0.597139	4.737277
108	-1484.141	-1579.649	95.50742	1.120193	2.414091	0.443107	0.556893	3.592904
114	-1484.406	-1579.997	95.59045	0.9209886	1.723662	0.533411	0.466589	3.889048
120	-1481.728	-1575.966	94.23776	0.9488231	1.93016	0.459856	0.540144	4.566715
126	-1481.201	-1575.111	93.91012	0.8631452	2.16216	0.507834	0.492166	4.723349
